conversation_id,start_time,end_time,turn_count,Date,Status,Status2,Escalated,Escalated_2,Escalation Reason,timeZone,Abandoned,Abandoned_during_VA1,Abandoned_during_VA,Abandonment by customer - flag,Abandonment_Last_Completed_Stage,Authentication by VA success flag,Authentication by VA failure reason,AHT,AHT_Bucket,MPU_AHT,Verification_AHT,Intent_Identified_1,Intent_Identified_2,Intent_Identified_3,Intent_Identified_4,Intent_Identified_5,Intent_Identified_N,Intent_Identified_1stattempt_1,Intent_Identified_1stattempt_2,Intent_Identified_1stattempt_3,Intent_Identified_1stattempt_4,Intent_Identified_1stattempt_5,Intent_Identified_1stattempt_N,MPU_Intent_Identified_Flag,MPU_Intent_Identified_1stattempt_Flag,Here_for_MPU_Flag,Out of scope intent,MPU_Eligible_flag,MPU_Case_Closure,Number of Prompts from AI,Number of Successful Prompts from AI,Missed_Utterance,Missed_Utterance_Auth,Missed_Utterance_IntentIdentification,Missed_Utterance_MPU,AI_Prompts_Auth,AI_Prompts_IntentIdentification,AI_Prompts_MPU,Handled by Agentic AI flag,Retry of authentication flag,Retry of MPU flag,Auth_Retry_Prompt,MPU_Retry_Prompt,Half_hourly_interval,Caller_Type
065dc2BmybmQliSelusinulRA,2025-09-24 14:35:02.146800 UTC,2025-09-24 14:38:04.899889 UTC,26,2025-09-24,,,,,User selected Pick form in main menu,,0,,1,1,Intent Captured,0,,182,>120 sec,182,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
71d2b25b-d3c3-480e-8838-265278749d2f,2025-09-24 14:41:48.985552 UTC,2025-09-24 14:49:12.668590 UTC,10,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Eligibility for raising MPU request,0,,443,>120 sec,443,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
10394yzTIZ4SL2dehGh6a1khg,2025-09-24 14:45:15.730961 UTC,2025-09-24 14:47:35.314821 UTC,10,2025-09-24,,,,,User chooses More Help in Password reset,,0,,1,1,Intent Captured,0,,139,>120 sec,139,5,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
103UEIap70kRryTBK2l2JMVRg,2025-09-24 14:48:02.703440 UTC,2025-09-24 14:49:50.561473 UTC,8,2025-09-24,,,,,Touchpoint is ePA Failed Sent,,0,,1,1,Reason for MPU provided,0,,107,60-120 sec,107,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0813kSLvveqQ5S6gyLK0_9nsQ,2025-09-24 14:57:59.681262 UTC,2025-09-24 14:59:39.111040 UTC,9,2025-09-24,,,,,User was not happy with the information provided by Amelia.,,0,,1,1,Reason for MPU provided,0,,99,60-120 sec,99,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
103uULWRokHQiyssHI8mNGdIg,2025-09-24 14:59:57.683605 UTC,2025-09-24 14:59:57.683605 UTC,1,2025-09-24,,,,,User chooses More Help in Password reset,,0,,1,1,Eligibility for raising MPU request,0,,0,<5 sec,0,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0658jCWO9_8RvGsx6PSujCopA,2025-09-24 15:26:09.993329 UTC,2025-09-24 15:29:22.905586 UTC,12,2025-09-24,,,,,Touchpoint is ePA Failed Sent,,0,,1,1,ANI based Auth,0,,192,>120 sec,192,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
9ec0c8d3-f13f-431c-b374-a0c08f35997d,2025-09-24 15:33:47.801505 UTC,2025-09-24 15:34:42.723165 UTC,12,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,Eligibility for raising MPU request,0,,54,30-60 sec,54,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0655tXPg69USW-vj31Zpn7jWA,2025-09-24 15:43:36.088212 UTC,2025-09-24 15:45:03.282063 UTC,8,2025-09-24,OPEN,OPEN,,,Touchpoint is ePA Failed Sent,,0,,1,1,Reason for MPU provided,0,,87,60-120 sec,87,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
8cf12a71-889b-40a4-8a7b-bb55d7235764,2025-09-24 15:46:44.532406 UTC,2025-09-24 15:47:06.523672 UTC,3,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,MPU request raised,0,,21,>30 sec,21,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0656Fjz_DwsSgatFga3Cqnd5A,2025-09-24 16:04:54.486907 UTC,2025-09-24 16:06:40.592609 UTC,7,2025-09-24,OPEN,OPEN,,,User asked about In Domain Negative - help_submit_pa,,0,,1,1,Reason for MPU provided,0,,106,60-120 sec,106,3,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
61600865-be00-4430-8205-f0ed3c34b268,2025-09-24 16:07:19.867179 UTC,2025-09-24 16:09:16.591612 UTC,10,2025-09-24,,,,,User was not happy with the information provided by Amelia.,America/Los_Angeles,0,,1,1,MPU request raised,0,,116,60-120 sec,116,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0582f019-a78d-4e1e-86ad-6bb5b31e0d1c,2025-09-24 16:10:35.596355 UTC,2025-09-24 16:13:14.412036 UTC,10,2025-09-24,,,,,User was not happy with the information provided by Amelia.,America/Los_Angeles,0,,1,1,Address Match,0,,158,>120 sec,158,1,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
081K9RzuuLhSNOgJP8mOFzw7Q,2025-09-24 16:11:03.725107 UTC,2025-09-24 16:11:27.805587 UTC,5,2025-09-24,,,,,User selected Pick form in main menu,,0,,1,1,Address Match,0,,24,>30 sec,24,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
3cfbde56-4b2e-4dfd-907a-d17a90325aa3,2025-09-24 16:13:27.431971 UTC,2025-09-24 16:15:19.595222 UTC,10,2025-09-24,,,,,User was not happy with the information provided by Amelia.,America/Los_Angeles,0,,1,1,Address Match,0,,112,60-120 sec,112,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
065CeAi5QOeTNaby0W9t9QElA,2025-09-24 16:32:09.019596 UTC,2025-09-24 16:33:31.089022 UTC,6,2025-09-24,,,,,User selected Pick form in main menu,,0,,1,1,MPU request raised,0,,82,60-120 sec,82,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
103-8xmfd4vR1CxTjMthdtgPg,2025-09-24 16:34:13.994460 UTC,2025-09-24 16:37:53.860325 UTC,15,2025-09-24,OPEN,OPEN,,,User was not happy with the information provided by Amelia.,,0,,1,1,MPU request raised,0,,219,>120 sec,219,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
5a9defe8-8fc3-40a8-a25f-0dbbffe91da1,2025-09-24 16:35:05.605073 UTC,2025-09-24 16:36:33.067881 UTC,5,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Intent Captured,0,,87,60-120 sec,87,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
1ac06872-97d6-4609-91a9-3b78296db696,2025-09-24 16:36:51.683201 UTC,2025-09-24 16:37:05.709366 UTC,2,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,MPU request raised,0,,14,>30 sec,14,3,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
119nFTTtG3sSbCRZkSn0ZSUkw,2025-09-24 16:39:43.802114 UTC,2025-09-24 16:41:38.320117 UTC,8,2025-09-24,OPEN,OPEN,,,User was not happy with the information provided by Amelia.,,0,,1,1,Eligibility for raising MPU request,0,,114,60-120 sec,114,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
f29b2b55-c973-4796-97f1-de948d2cd16c,2025-09-24 16:39:47.362384 UTC,2025-09-24 16:40:47.633395 UTC,3,2025-09-24,,,,,Touchpoint is ePA Failed Sent,America/Los_Angeles,0,,1,1,ANI based Auth,0,,60,30-60 sec,60,7,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
103LyIsu3YPT06fZ-ZfShkCYg,2025-09-24 16:40:52.327878 UTC,2025-09-24 16:42:03.239814 UTC,6,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,,0,,1,1,Intent Captured,0,,70,60-120 sec,70,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
081PQFz2hPaQYaEgK0xDe5-0Q,2025-09-24 16:44:40.943603 UTC,2025-09-24 16:46:58.800783 UTC,12,2025-09-24,OPEN,OPEN,,,User chooses More Help in Password reset,,0,,1,1,Reason for MPU provided,0,,137,>120 sec,137,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
065wGhl6Vn_RXivJTp0ujAerA,2025-09-24 16:55:25.538714 UTC,2025-09-24 16:57:00.662821 UTC,7,2025-09-24,OPEN,OPEN,,,User asked about In Domain Negative - help_submit_pa,,0,,1,1,Intent Captured,0,,95,60-120 sec,95,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0816jD-yj2dRFCMOlt8NgWBiQ,2025-09-24 17:00:07.644020 UTC,2025-09-24 17:01:52.155303 UTC,7,2025-09-24,OPEN,OPEN,,,User was not happy with the information provided by Amelia.,,0,,1,1,MPU request raised,0,,104,60-120 sec,104,7,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0814UVLsih2QHKK5AofIrJGPQ,2025-09-24 17:10:26.432162 UTC,2025-09-24 17:13:29.955697 UTC,17,2025-09-24,OPEN,OPEN,,,User chooses More Help in Password reset,,0,,1,1,Intent Captured,0,,183,>120 sec,183,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
dde4f43b-3eaa-4346-9716-3d12c9d116de,2025-09-24 17:54:55.186815 UTC,2025-09-24 17:55:16.222738 UTC,3,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,Eligibility for raising MPU request,0,,21,>30 sec,21,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
119rirL0MGwSxe8Mi9vpguzPw,2025-09-24 18:57:56.995955 UTC,2025-09-24 18:58:54.757366 UTC,5,2025-09-24,,,,,User was not happy with the information provided by Amelia.,,0,,1,1,Address Match,0,,57,30-60 sec,57,7,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
065TzfrsOruTEq3ETx6CyxeBA,2025-09-24 18:59:57.547661 UTC,2025-09-24 19:01:17.158711 UTC,6,2025-09-24,OPEN,OPEN,false,false,User selected Pick form in main menu,,0,,1,1,Eligibility for raising MPU request,0,,79,60-120 sec,79,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,false,false,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
1198dpE3rvNQAacpixO4Cm9Nw,2025-09-24 19:07:06.010463 UTC,2025-09-24 19:07:58.185218 UTC,5,2025-09-24,,,,,User was not happy with the information provided by Amelia.,,0,,1,1,ANI based Auth,0,,52,30-60 sec,52,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
065_CJ38VQvRpmMenFcAXP3DA,2025-09-24 19:08:39.520101 UTC,2025-09-24 19:09:51.453879 UTC,6,2025-09-24,,,,,User selected Pick form in main menu,,0,,1,1,MPU request raised,0,,71,60-120 sec,71,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
b55e2017-e18c-430a-8451-f621d29afdc5,2025-09-24 20:11:34.676893 UTC,2025-09-24 20:23:05.163360 UTC,5,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,America/Los_Angeles,0,,1,1,ANI based Auth,0,,690,>120 sec,690,3,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
a8e2fbe3-a14e-4f9b-8e38-1d450a23adee,2025-09-24 20:24:02.119301 UTC,2025-09-24 20:25:34.792062 UTC,4,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,ANI based Auth,0,,92,60-120 sec,92,6,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
10335YfAzpcRNa60RM3VOx7Cg,2025-09-24 20:27:31.072650 UTC,2025-09-24 20:29:40.248483 UTC,9,2025-09-24,OPEN,OPEN,,,Touchpoint is ePA Failed Sent,,0,,1,1,MPU request raised,0,,129,>120 sec,129,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
103xpWcbkGUQ92EFg9Sl0_yRg,2025-09-24 20:34:30.163655 UTC,2025-09-24 20:36:04.547596 UTC,7,2025-09-24,OPEN,OPEN,,,Touchpoint is ePA Failed Sent,,0,,1,1,ANI based Auth,0,,94,60-120 sec,94,5,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
081wbRLMn1ER5-b-eeGQE8mwQ,2025-09-24 20:36:41.744892 UTC,2025-09-24 20:39:32.196998 UTC,12,2025-09-24,OPEN,OPEN,,,Touchpoint is ePA Failed Sent,,0,,1,1,Reason for MPU provided,0,,170,>120 sec,170,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
1be364ed-ff0d-47cd-8a5c-e56ada49f375,2025-09-24 20:41:01.322304 UTC,2025-09-24 20:41:04.739289 UTC,4,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Reason for MPU provided,0,,3,<5 sec,3,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
e9e67b73-54e9-4e5a-b856-2cb17dfb7ffe,2025-09-24 20:41:09.343741 UTC,2025-09-24 20:41:11.447726 UTC,4,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,Eligibility for raising MPU request,0,,2,<5 sec,2,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
1cd4dbbf-443b-40c4-8211-f98ec59c1047,2025-09-24 20:41:20.926565 UTC,2025-09-24 20:41:23.065200 UTC,4,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Reason for MPU provided,0,,2,<5 sec,2,3,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
811f36c3-a578-4041-a0aa-f4070b853a8e,2025-09-24 21:03:54.748092 UTC,2025-09-24 21:03:57.821742 UTC,4,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,America/Los_Angeles,0,,1,1,ANI based Auth,0,,3,<5 sec,3,5,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
13af98d0-6041-4b94-b691-84944aac3cfd,2025-09-24 21:06:53.901195 UTC,2025-09-24 21:06:56.537930 UTC,4,2025-09-24,,,,,User was not happy with the information provided by Amelia.,America/Los_Angeles,0,,1,1,Address Match,0,,2,<5 sec,2,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
3c547889-6fa3-4677-8fea-94c438b1c683,2025-09-24 21:07:10.688670 UTC,2025-09-24 21:08:44.469489 UTC,3,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,Intent Captured,0,,93,60-120 sec,93,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0a5268bc-cfb7-48f2-acf3-46124acd0ee5,2025-09-24 21:12:28.429747 UTC,2025-09-24 21:12:30.073063 UTC,3,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Intent Captured,0,,1,<5 sec,1,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
fb01b543-f61f-4480-a6fa-b8842b26bf37,2025-09-24 21:12:46.045314 UTC,2025-09-24 21:19:15.103632 UTC,6,2025-09-24,,,,,Touchpoint is ePA Failed Sent,America/Los_Angeles,0,,1,1,ANI based Auth,0,,389,>120 sec,389,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
2fd5b1f6-a63b-4c01-aab0-6c0a976576c2,2025-09-24 21:21:41.769993 UTC,2025-09-24 21:23:02.248938 UTC,5,2025-09-24,,,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Reason for MPU provided,0,,80,60-120 sec,80,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
496a1647-38ba-432d-ba8b-adeffd125195,2025-09-24 21:30:36.874203 UTC,2025-09-24 21:30:40.163070 UTC,5,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,America/Los_Angeles,0,,1,1,ANI based Auth,0,,3,<5 sec,3,5,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
6ecef95b-be77-4824-8312-ba62cf2c8257,2025-09-24 21:30:46.472318 UTC,2025-09-24 21:30:49.335677 UTC,5,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,America/Los_Angeles,0,,1,1,ANI based Auth,0,,2,<5 sec,2,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
f2fc7188-0bf5-47cc-b475-ef2707c98397,2025-09-24 21:31:05.553175 UTC,2025-09-24 21:33:33.460031 UTC,5,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,America/Los_Angeles,0,,1,1,Address Match,0,,147,>120 sec,147,8,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
119NyXNa-xaQ6e07SQMv9Ky2w,2025-09-24 21:37:57.841403 UTC,2025-09-24 21:39:08.257486 UTC,6,2025-09-24,,,,,User selected Pick form in main menu,,0,,1,1,MPU request raised,0,,70,60-120 sec,70,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
081bPYYFRayRM20M7IW9gDhSQ,2025-09-24 21:39:53.480179 UTC,2025-09-24 21:40:27.152188 UTC,4,2025-09-24,,,,,Touchpoint is ePA Failed Sent,,0,,1,1,Eligibility for raising MPU request,0,,33,30-60 sec,33,1,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
0818d_nvFQuSvywJua-92nv7Q,2025-09-24 21:46:18.621143 UTC,2025-09-24 21:46:24.116173 UTC,2,2025-09-24,,,,,User chooses More Help in Password reset,,0,,1,1,Eligibility for raising MPU request,0,,5,<5 sec,5,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
119R34xIxQtQlKO8FJQmWhDQw,2025-09-24 21:47:29.820281 UTC,2025-09-24 21:48:07.337355 UTC,4,2025-09-24,,,,,User asked about In Domain Negative - help_submit_pa,,0,,1,1,Eligibility for raising MPU request,0,,37,30-60 sec,37,7,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
9b15bd61-3bb5-49fb-b866-5999a2cb090f,2025-09-24 21:53:12.685476 UTC,2025-09-24 21:54:15.531787 UTC,4,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,ANI based Auth,0,,62,60-120 sec,62,2,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
c17e574b-b9ed-40d2-b05b-de8fec93118a,2025-09-24 22:09:33.156475 UTC,2025-09-24 22:11:36.326162 UTC,6,2025-09-24,,,,,Touchpoint is ePA Failed Sent,America/Los_Angeles,0,,1,1,Eligibility for raising MPU request,0,,123,>120 sec,123,4,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
6381a26c-f790-4dfa-8ecf-fbeda2c809f1,2025-09-24 22:12:53.142782 UTC,2025-09-24 22:12:59.323359 UTC,6,2025-09-24,,,,,Touchpoint is ePA Failed Sent,America/Los_Angeles,0,,1,1,ANI based Auth,0,,6,>30 sec,6,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
a8d2417b-1059-4604-8c3b-2f5ccd58768d,2025-09-24 22:14:46.877383 UTC,2025-09-24 22:15:07.375874 UTC,5,2025-09-24,,,,,User was not happy with the information provided by Amelia.,America/Los_Angeles,0,,1,1,Intent Captured,0,,20,>30 sec,20,7,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
a2f4739a-a98b-45d4-81a6-1b7bb6c4ebe1,2025-09-24 22:15:26.424425 UTC,2025-09-24 22:16:25.102387 UTC,8,2025-09-24,,,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,MPU request raised,0,,58,30-60 sec,58,9,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
ce63adc5-a1f3-4613-8290-9eb10917c48b,2025-09-24 22:22:52.189146 UTC,2025-09-24 22:23:12.127989 UTC,6,2025-09-24,OPEN,OPEN,,,User selected Pick form in main menu,America/Los_Angeles,0,,1,1,ANI based Auth,0,,19,>30 sec,19,7,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
73177d39-65ee-41ef-8a75-ad3ac1a31652,2025-09-24 22:25:41.598504 UTC,2025-09-24 22:25:49.409736 UTC,6,2025-09-24,OPEN,OPEN,,,User chooses More Help in Password reset,America/Los_Angeles,0,,1,1,Address Match,0,,7,>30 sec,7,3,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,testdata,0,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,testdata,testdata,0,user
