conversation_id,start_time,end_time,turn_count,all_request_times,timeZone,isEscalated,isForMPU,isMPUCaseCreated,mpuCaseCreationNumber,is_mpu_eligible,ineligibleReason,Abandoned_flag,End_Interaction,Stage_Last_Completed_Escalation,Caller_Type,Intent_Identified,MPU_Intent_Identification_retry,MPU_AHT,Auth_Sub_module1_AHT,Auth_Sub_module2_AHT,Auth_Sub_moduleN_AHT,MPU_Sub_module1_AHT,MPU_Sub_module2_AHT,MPU_Sub_moduleN_AHT,MPU_Code,Number_of_Question_Prompts_from_AI,Number_of_Successful_Prompts_from_AI,Number_of_AI_Prompts_Exception_handling,AI_Prompts_Auth,AI_Prompts_Intent_Identification,AI_Prompts_MPU,Prompts_Exception_Handling_Auth,Prompts_Exception_Handling_Intent_Identification,Prompts_Exception_Handling_MPU,Handled_by_AI_flag,Stage_Last_handled_abandonment,Retry_of_authentication_VA_flag,Retry_of_MPU_resolution_VA_flag,Auth_Retry_Prompt,MPU_Retry_Prompt,Type,ASAbandonment_by_customer_flag,Authentication_by_VA_success_flag,Authentication_by_VA_failure_reason
496a1647-38ba-432d-ba8b-adeffd125195,2025-09-24 21:30:36.874203 UTC,2025-09-24 21:30:40.16307 UTC,5,2025-09-24T21:30:36+00:00|2025-09-24T21:30:39+00:00|2025-09-24T21:30:39+00:00|2025-09-24T21:30:39+00:00|2025-09-24T21:30:40+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6ecef95b-be77-4824-8312-ba62cf2c8257,2025-09-24 21:30:46.472318 UTC,2025-09-24 21:30:49.335677 UTC,5,2025-09-24T21:30:46+00:00|2025-09-24T21:30:48+00:00|2025-09-24T21:30:48+00:00|2025-09-24T21:30:48+00:00|2025-09-24T21:30:49+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
f2fc7188-0bf5-47cc-b475-ef2707c98397,2025-09-24 21:31:05.553175 UTC,2025-09-24 21:33:33.460031 UTC,5,2025-09-24T21:31:05+00:00|2025-09-24T21:31:11+00:00|2025-09-24T21:31:57+00:00|2025-09-24T21:32:57+00:00|2025-09-24T21:33:33+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
119NyXNa-xaQ6e07SQMv9Ky2w,2025-09-24 21:37:57.841403 UTC,2025-09-24 21:39:08.257486 UTC,6,2025-09-24T21:37:57+00:00|2025-09-24T21:38:04+00:00|2025-09-24T21:38:17+00:00|2025-09-24T21:38:37+00:00|2025-09-24T21:38:59+00:00|2025-09-24T21:39:08+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
081bPYYFRayRM20M7IW9gDhSQ,2025-09-24 21:39:53.480179 UTC,2025-09-24 21:40:27.152188 UTC,4,2025-09-24T21:39:53+00:00|2025-09-24T21:39:59+00:00|2025-09-24T21:40:10+00:00|2025-09-24T21:40:27+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
0818d_nvFQuSvywJua-92nv7Q,2025-09-24 21:46:18.621143 UTC,2025-09-24 21:46:24.116173 UTC,2,2025-09-24T21:46:18+00:00|2025-09-24T21:46:24+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
119R34xIxQtQlKO8FJQmWhDQw,2025-09-24 21:47:29.820281 UTC,2025-09-24 21:48:07.337355 UTC,4,2025-09-24T21:47:29+00:00|2025-09-24T21:47:35+00:00|2025-09-24T21:47:45+00:00|2025-09-24T21:48:07+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
9b15bd61-3bb5-49fb-b866-5999a2cb090f,2025-09-24 21:53:12.685476 UTC,2025-09-24 21:54:15.531787 UTC,4,2025-09-24T21:53:12+00:00|2025-09-24T21:53:18+00:00|2025-09-24T21:53:30+00:00|2025-09-24T21:54:15+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
c17e574b-b9ed-40d2-b05b-de8fec93118a,2025-09-24 22:09:33.156475 UTC,2025-09-24 22:11:36.326162 UTC,6,2025-09-24T22:09:33+00:00|2025-09-24T22:09:49+00:00|2025-09-24T22:10:08+00:00|2025-09-24T22:10:22+00:00|2025-09-24T22:10:26+00:00|2025-09-24T22:11:36+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6381a26c-f790-4dfa-8ecf-fbeda2c809f1,2025-09-24 22:12:53.142782 UTC,2025-09-24 22:12:59.323359 UTC,6,2025-09-24T22:12:53+00:00|2025-09-24T22:12:54+00:00|2025-09-24T22:12:56+00:00|2025-09-24T22:12:57+00:00|2025-09-24T22:12:58+00:00|2025-09-24T22:12:59+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a8d2417b-1059-4604-8c3b-2f5ccd58768d,2025-09-24 22:14:46.877383 UTC,2025-09-24 22:15:07.375874 UTC,5,2025-09-24T22:14:46+00:00|2025-09-24T22:14:50+00:00|2025-09-24T22:14:56+00:00|2025-09-24T22:15:01+00:00|2025-09-24T22:15:07+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a2f4739a-a98b-45d4-81a6-1b7bb6c4ebe1,2025-09-24 22:15:26.424425 UTC,2025-09-24 22:16:25.102387 UTC,8,2025-09-24T22:15:26+00:00|2025-09-24T22:15:32+00:00|2025-09-24T22:15:36+00:00|2025-09-24T22:15:38+00:00|2025-09-24T22:15:40+00:00|2025-09-24T22:15:46+00:00|2025-09-24T22:15:59+00:00|2025-09-24T22:16:25+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
ce63adc5-a1f3-4613-8290-9eb10917c48b,2025-09-24 22:22:52.189146 UTC,2025-09-24 22:23:12.127989 UTC,6,2025-09-24T22:22:52+00:00|2025-09-24T22:22:56+00:00|2025-09-24T22:23:01+00:00|2025-09-24T22:23:03+00:00|2025-09-24T22:23:07+00:00|2025-09-24T22:23:12+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
73177d39-65ee-41ef-8a75-ad3ac1a31652,2025-09-24 22:25:41.598504 UTC,2025-09-24 22:25:49.409736 UTC,6,2025-09-24T22:25:41+00:00|2025-09-24T22:25:43+00:00|2025-09-24T22:25:45+00:00|2025-09-24T22:25:46+00:00|2025-09-24T22:25:47+00:00|2025-09-24T22:25:49+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8120a095-cada-4745-a11c-afd5c81de8d5,2025-09-24 22:32:10.274348 UTC,2025-09-24 22:32:18.935156 UTC,6,2025-09-24T22:32:10+00:00|2025-09-24T22:32:12+00:00|2025-09-24T22:32:14+00:00|2025-09-24T22:32:15+00:00|2025-09-24T22:32:16+00:00|2025-09-24T22:32:18+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2d0b7e73-816f-4978-95c1-6c53b932cdd6,2025-09-24 22:39:32.532182 UTC,2025-09-24 22:39:42.077076 UTC,6,2025-09-24T22:39:32+00:00|2025-09-24T22:39:34+00:00|2025-09-24T22:39:36+00:00|2025-09-24T22:39:37+00:00|2025-09-24T22:39:40+00:00|2025-09-24T22:39:42+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
677e3917-6081-4d95-a0a5-44478a0e77d1,2025-09-24 22:45:25.921277 UTC,2025-09-24 22:46:31.981478 UTC,7,2025-09-24T22:45:25+00:00|2025-09-24T22:45:27+00:00|2025-09-24T22:45:29+00:00|2025-09-24T22:45:30+00:00|2025-09-24T22:45:32+00:00|2025-09-24T22:45:33+00:00|2025-09-24T22:46:31+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
0778e963-d542-4353-b7d1-607617817505,2025-09-24 22:54:30.436782 UTC,2025-09-24 22:54:57.550136 UTC,5,2025-09-24T22:54:30+00:00|2025-09-24T22:54:35+00:00|2025-09-24T22:54:47+00:00|2025-09-24T22:54:51+00:00|2025-09-24T22:54:57+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
88f7d3ad-c783-4103-a57d-48caf73b94fb,2025-09-24 23:02:21.150918 UTC,2025-09-24 23:03:09.208333 UTC,6,2025-09-24T23:02:21+00:00|2025-09-24T23:02:23+00:00|2025-09-24T23:02:24+00:00|2025-09-24T23:02:25+00:00|2025-09-24T23:02:27+00:00|2025-09-24T23:03:09+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2bc009e0-b0bf-444e-9b36-effbbdae7981,2025-09-24 23:05:57.544398 UTC,2025-09-24 23:06:31.899226 UTC,7,2025-09-24T23:05:57+00:00|2025-09-24T23:06:01+00:00|2025-09-24T23:06:11+00:00|2025-09-24T23:06:13+00:00|2025-09-24T23:06:20+00:00|2025-09-24T23:06:25+00:00|2025-09-24T23:06:31+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
d473fe4b-bdbe-4ea2-9862-56bd47d9b999,2025-09-24 23:29:09.074264 UTC,2025-09-24 23:29:58.749893 UTC,7,2025-09-24T23:29:09+00:00|2025-09-24T23:29:15+00:00|2025-09-24T23:29:22+00:00|2025-09-24T23:29:26+00:00|2025-09-24T23:29:33+00:00|2025-09-24T23:29:53+00:00|2025-09-24T23:29:58+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a6b486e0-a982-4660-86f1-ef8db565456c,2025-09-24 23:30:14.181315 UTC,2025-09-24 23:32:09.2874 UTC,15,2025-09-24T23:30:14+00:00|2025-09-24T23:30:21+00:00|2025-09-24T23:30:30+00:00|2025-09-24T23:30:34+00:00|2025-09-24T23:30:41+00:00|2025-09-24T23:30:50+00:00|2025-09-24T23:31:17+00:00|2025-09-24T23:31:29+00:00|2025-09-24T23:31:35+00:00|2025-09-24T23:31:40+00:00|2025-09-24T23:31:47+00:00|2025-09-24T23:31:50+00:00|2025-09-24T23:31:56+00:00|2025-09-24T23:32:01+00:00|2025-09-24T23:32:09+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
f2c3ea73-baf6-4349-a7e3-2f94645189ab,2025-09-24 23:33:36.334445 UTC,2025-09-24 23:34:14.303124 UTC,15,2025-09-24T23:33:36+00:00|2025-09-24T23:33:38+00:00|2025-09-24T23:33:39+00:00|2025-09-24T23:33:40+00:00|2025-09-24T23:33:42+00:00|2025-09-24T23:33:42+00:00|2025-09-24T23:33:43+00:00|2025-09-24T23:33:44+00:00|2025-09-24T23:33:46+00:00|2025-09-24T23:33:47+00:00|2025-09-24T23:33:47+00:00|2025-09-24T23:33:48+00:00|2025-09-24T23:33:49+00:00|2025-09-24T23:34:08+00:00|2025-09-24T23:34:14+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a60bb72f-95c5-463e-8252-bc3d002aebaf,2025-09-24 23:34:54.777618 UTC,2025-09-24 23:35:43.797252 UTC,20,2025-09-24T23:34:54+00:00|2025-09-24T23:34:56+00:00|2025-09-24T23:34:58+00:00|2025-09-24T23:34:58+00:00|2025-09-24T23:35:00+00:00|2025-09-24T23:35:00+00:00|2025-09-24T23:35:01+00:00|2025-09-24T23:35:02+00:00|2025-09-24T23:35:04+00:00|2025-09-24T23:35:05+00:00|2025-09-24T23:35:05+00:00|2025-09-24T23:35:06+00:00|2025-09-24T23:35:07+00:00|2025-09-24T23:35:14+00:00|2025-09-24T23:35:19+00:00|2025-09-24T23:35:27+00:00|2025-09-24T23:35:34+00:00|2025-09-24T23:35:39+00:00|2025-09-24T23:35:42+00:00|2025-09-24T23:35:43+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
181d4a0d-94f3-4fb6-8b00-712d6d0da064,2025-09-25 06:45:54.700876 UTC,2025-09-25 06:46:33.750195 UTC,6,2025-09-25T06:45:54+00:00|2025-09-25T06:46:00+00:00|2025-09-25T06:46:08+00:00|2025-09-25T06:46:12+00:00|2025-09-25T06:46:23+00:00|2025-09-25T06:46:33+00:00,America/Los_Angeles,false,false,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
5f098222-463f-4a83-827d-246526fc0f1b,2025-09-25 06:48:44.387037 UTC,2025-09-25 06:48:55.730787 UTC,6,2025-09-25T06:48:44+00:00|2025-09-25T06:48:47+00:00|2025-09-25T06:48:49+00:00|2025-09-25T06:48:50+00:00|2025-09-25T06:48:53+00:00|2025-09-25T06:48:55+00:00,America/Los_Angeles,false,false,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
93f6ff12-98ed-4c6a-bdf7-25e1af08d4bf,2025-09-25 06:49:42.145077 UTC,2025-09-25 06:50:11.011902 UTC,5,2025-09-25T06:49:42+00:00|2025-09-25T06:49:46+00:00|2025-09-25T06:49:52+00:00|2025-09-25T06:49:59+00:00|2025-09-25T06:50:11+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7b159bea-9c5f-4f83-9aa6-2dfac600b5b8,2025-09-25 06:50:25.660758 UTC,2025-09-25 06:50:45.83317 UTC,5,2025-09-25T06:50:25+00:00|2025-09-25T06:50:29+00:00|2025-09-25T06:50:35+00:00|2025-09-25T06:50:38+00:00|2025-09-25T06:50:45+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
42e20701-341f-4fd7-a61c-ddd48edd379c,2025-09-25 06:50:59.693757 UTC,2025-09-25 06:51:34.296623 UTC,6,2025-09-25T06:50:59+00:00|2025-09-25T06:51:03+00:00|2025-09-25T06:51:09+00:00|2025-09-25T06:51:12+00:00|2025-09-25T06:51:23+00:00|2025-09-25T06:51:34+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a8dad37f-be38-47e4-9ba5-e420c6b222f4,2025-09-25 06:58:11.760821 UTC,2025-09-25 06:58:59.516751 UTC,9,2025-09-25T06:58:11+00:00|2025-09-25T06:58:14+00:00|2025-09-25T06:58:15+00:00|2025-09-25T06:58:16+00:00|2025-09-25T06:58:18+00:00|2025-09-25T06:58:20+00:00|2025-09-25T06:58:28+00:00|2025-09-25T06:58:34+00:00|2025-09-25T06:58:59+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a3278150-7c13-41b6-8735-d3899d49d598,2025-09-25 07:04:39.601868 UTC,2025-09-25 07:05:26.366502 UTC,7,2025-09-25T07:04:39+00:00|2025-09-25T07:04:44+00:00|2025-09-25T07:04:50+00:00|2025-09-25T07:04:53+00:00|2025-09-25T07:04:58+00:00|2025-09-25T07:05:08+00:00|2025-09-25T07:05:26+00:00,America/Los_Angeles,false,false,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
88a3abd8-43e3-4694-aae3-523a66537ce3,2025-09-25 07:09:11.157563 UTC,2025-09-25 07:09:19.979197 UTC,6,2025-09-25T07:09:11+00:00|2025-09-25T07:09:13+00:00|2025-09-25T07:09:14+00:00|2025-09-25T07:09:16+00:00|2025-09-25T07:09:18+00:00|2025-09-25T07:09:19+00:00,America/Los_Angeles,false,false,,,false,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bc2abd5a-a7bb-4c83-9b81-eee0b6a04c79,2025-09-25 07:09:22.847829 UTC,2025-09-25 07:09:29.511297 UTC,5,2025-09-25T07:09:22+00:00|2025-09-25T07:09:24+00:00|2025-09-25T07:09:26+00:00|2025-09-25T07:09:27+00:00|2025-09-25T07:09:29+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
e57f01c4-f129-419e-87fe-46eca5ec3d4e,2025-09-25 07:09:31.567263 UTC,2025-09-25 07:09:32.724894 UTC,2,2025-09-25T07:09:31+00:00|2025-09-25T07:09:32+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
96091482-8d57-452d-b471-8b0d1e727169,2025-09-25 07:09:46.444172 UTC,2025-09-25 07:19:04.650592 UTC,11,2025-09-25T07:09:46+00:00|2025-09-25T07:09:49+00:00|2025-09-25T07:09:54+00:00|2025-09-25T07:09:59+00:00|2025-09-25T07:10:03+00:00|2025-09-25T07:10:10+00:00|2025-09-25T07:10:21+00:00|2025-09-25T07:18:43+00:00|2025-09-25T07:18:53+00:00|2025-09-25T07:18:58+00:00|2025-09-25T07:19:04+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
24f213cb-6366-4cbd-b62d-1de4ef3aaea2,2025-09-25 07:28:20.110586 UTC,2025-09-25 07:29:02.856963 UTC,7,2025-09-25T07:28:20+00:00|2025-09-25T07:28:34+00:00|2025-09-25T07:28:40+00:00|2025-09-25T07:28:42+00:00|2025-09-25T07:28:52+00:00|2025-09-25T07:28:55+00:00|2025-09-25T07:29:02+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
081xWIvXq4YQseAJ0Py4_FzPQ,2025-09-25 07:33:40.285003 UTC,2025-09-25 07:34:22.926808 UTC,4,2025-09-25T07:33:40+00:00|2025-09-25T07:33:47+00:00|2025-09-25T07:33:57+00:00|2025-09-25T07:34:22+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
119WtakdNuQTV6Vb2atAntKRw,2025-09-25 07:35:16.729301 UTC,2025-09-25 07:35:51.399824 UTC,5,2025-09-25T07:35:16+00:00|2025-09-25T07:35:22+00:00|2025-09-25T07:35:30+00:00|2025-09-25T07:35:43+00:00|2025-09-25T07:35:51+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1c92b976-5501-412a-bcd4-24d813f71e3f,2025-09-25 07:50:22.530742 UTC,2025-09-25 07:51:09.050731 UTC,7,2025-09-25T07:50:22+00:00|2025-09-25T07:50:32+00:00|2025-09-25T07:50:42+00:00|2025-09-25T07:50:48+00:00|2025-09-25T07:50:56+00:00|2025-09-25T07:51:04+00:00|2025-09-25T07:51:09+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
119J7B-1yuHSvSlg1zNWQMtJw,2025-09-25 07:52:05.42139 UTC,2025-09-25 07:53:55.564314 UTC,9,2025-09-25T07:52:05+00:00|2025-09-25T07:52:10+00:00|2025-09-25T07:52:22+00:00|2025-09-25T07:52:28+00:00|2025-09-25T07:52:46+00:00|2025-09-25T07:53:07+00:00|2025-09-25T07:53:24+00:00|2025-09-25T07:53:41+00:00|2025-09-25T07:53:55+00:00,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
e4f0aa50-fa8d-4bb6-8b96-4e3039115722,2025-09-25 09:24:27.351807 UTC,2025-09-25 09:25:58.29753 UTC,8,2025-09-25T09:24:27+00:00|2025-09-25T09:24:32+00:00|2025-09-25T09:24:48+00:00|2025-09-25T09:24:59+00:00|2025-09-25T09:25:15+00:00|2025-09-25T09:25:28+00:00|2025-09-25T09:25:39+00:00|2025-09-25T09:25:58+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
f3832529-199d-4638-a740-8d15b2b29f63,2025-09-25 09:28:52.475733 UTC,2025-09-25 09:29:04.637857 UTC,8,2025-09-25T09:28:52+00:00|2025-09-25T09:28:55+00:00|2025-09-25T09:28:56+00:00|2025-09-25T09:28:58+00:00|2025-09-25T09:29:00+00:00|2025-09-25T09:29:02+00:00|2025-09-25T09:29:03+00:00|2025-09-25T09:29:04+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
768598fb-8d62-4b3b-a0c6-54acb4c0538e,2025-09-25 10:01:26.14887 UTC,2025-09-25 10:02:18.320328 UTC,6,2025-09-25T10:01:26+00:00|2025-09-25T10:01:56+00:00|2025-09-25T10:01:59+00:00|2025-09-25T10:02:01+00:00|2025-09-25T10:02:10+00:00|2025-09-25T10:02:18+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a1cec885-152b-4146-8936-e51cc4bd106f,2025-09-25 10:57:10.808766 UTC,2025-09-25 11:00:00.104111 UTC,6,2025-09-25T10:57:10+00:00|2025-09-25T10:57:20+00:00|2025-09-25T10:57:55+00:00|2025-09-25T10:58:07+00:00|2025-09-25T10:58:58+00:00|2025-09-25T11:00:00+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
a8b72605-395f-4d44-9e72-4614eab5120e,2025-09-25 11:04:20.683668 UTC,2025-09-25 11:04:24.997343 UTC,5,2025-09-25T11:04:20+00:00|2025-09-25T11:04:22+00:00|2025-09-25T11:04:23+00:00|2025-09-25T11:04:23+00:00|2025-09-25T11:04:24+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
4a85dd30-7e4a-4f28-9251-a0167145f86c,2025-09-25 11:30:56.079645 UTC,2025-09-25 11:30:56.079645 UTC,1,2025-09-25T11:30:56+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
090921f0-bd6c-442b-a20a-fe09f46e2d84,2025-09-25 11:31:10.933014 UTC,2025-09-25 11:31:10.933014 UTC,1,2025-09-25T11:31:10+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
88eaedf3-6c76-402a-94ee-6382e344abee,2025-09-25 12:14:27.746216 UTC,2025-09-25 12:14:27.746216 UTC,1,2025-09-25T12:14:27+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
bb898dfd-f356-442b-9986-b6c03388ccbf,2025-09-25 12:14:44.222174 UTC,2025-09-25 12:16:27.084565 UTC,9,2025-09-25T12:14:44+00:00|2025-09-25T12:14:52+00:00|2025-09-25T12:15:10+00:00|2025-09-25T12:15:12+00:00|2025-09-25T12:15:26+00:00|2025-09-25T12:15:34+00:00|2025-09-25T12:16:13+00:00|2025-09-25T12:16:18+00:00|2025-09-25T12:16:27+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
beb698c8-227f-48c5-af5d-8e86170a4cb5,2025-09-25 12:16:43.417402 UTC,2025-09-25 12:16:56.615011 UTC,8,2025-09-25T12:16:43+00:00|2025-09-25T12:16:46+00:00|2025-09-25T12:16:48+00:00|2025-09-25T12:16:49+00:00|2025-09-25T12:16:51+00:00|2025-09-25T12:16:54+00:00|2025-09-25T12:16:55+00:00|2025-09-25T12:16:56+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
6b88af32-9cc8-4391-b110-05de9b7fad1d,2025-09-25 12:17:27.545478 UTC,2025-09-25 12:17:52.278016 UTC,9,2025-09-25T12:17:27+00:00|2025-09-25T12:17:29+00:00|2025-09-25T12:17:31+00:00|2025-09-25T12:17:32+00:00|2025-09-25T12:17:33+00:00|2025-09-25T12:17:36+00:00|2025-09-25T12:17:38+00:00|2025-09-25T12:17:40+00:00|2025-09-25T12:17:52+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
e9820742-858c-44ac-9efc-2c9935fe3dc3,2025-09-25 12:20:20.837434 UTC,2025-09-25 12:20:34.536814 UTC,9,2025-09-25T12:20:20+00:00|2025-09-25T12:20:22+00:00|2025-09-25T12:20:24+00:00|2025-09-25T12:20:26+00:00|2025-09-25T12:20:27+00:00|2025-09-25T12:20:28+00:00|2025-09-25T12:20:30+00:00|2025-09-25T12:20:32+00:00|2025-09-25T12:20:34+00:00,America/Los_Angeles,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
